# Permission denied OID

# number  # OID
1, 1095506112
2, 1099414416
3, 1101491208
4, 1101925816
5, 1107478712
6, 1115381072
7, 1116090392
8, 1116787952
9, 1117899328
10,1118168248
11,1120799848
12,1123367368
13,1128772184
14,1129464688
15,1131957328
16,1133329792
17,1133775752
18,1137236608
19,1139239952
20,1139324488
21,1145367872
22,1148063920
23,1150048896
24,1151251888
25,1151680472
26,1152636328
